booklet_id,booklet_type,textbook_chapter_reference,printed_booklet_question,lookup_variants,frequencelevel,criticalitylevel
Q_0052,FAQ,anemia_during_pregnancy.md,Anemia (khoon ki kami) hone par kya khatra ho sakta hai?,"['anemia se kya problem hoti hai', 'khoon ki kami ke nuksan', 'low hemoglobin is dangerous?', 'agar khoon kam ho to kya hoga']",['Medium Frequency'],['High Critical']
Q_0053,FAQ,pregnancy_nutrition_and_diet.md,Pregnancy mein kitna vajan badhna normal hai?,"['weight gain in pregnancy kitna hona chahiye', 'pregnancy me kitna kilo vajan badhna chahiye', 'normal weight gain during pregnancy', 'mera vajan kitna badhna chahiye']",['Medium Frequency'],['Low Critical']
Q_0054,FAQ,immunization_rules_and_exceptions.md,Agar bacche ka koi teeka chhoot jaye to kya karein?,"['missed vaccine dose for baby what to do', 'bacche ka tika miss ho gaya', 'vaccine lagwana bhul gaye', 'delayed vaccination ka kya rule hai']",['Medium Frequency'],['High Critical']
Q_0055,FAQ,general_child_care_and_development.md,Naye janme bacche ko kaise nehalana chahiye?,"['how to bathe a newborn baby', 'bacche ko kaise nahlaye', 'newborn ko kab se nehlana chahiye', 'baby bath kaise de']",['Medium Frequency'],['Low Critical']
Q_0056,FAQ,breastfeeding_guidance.md,Bacche ko doodh pilane ka sahi tarika kya hai?,"['how to breastfeed properly', 'doodh pilane ki sahi position', 'sahi se latch kaise karaye', 'breastfeeding ka tarika']",['Medium Frequency'],['Medium Critical']
Q_0057,FAQ,childbirth_and_newborn_care.md,Delivery ke baad pehla gaadha doodh (colostrum) pilana kyun zaroori hai?,"['colostrum kyu important hai', 'pehla doodh pilana kyu jaruri hai', 'delivery ke baad pehla doodh', 'what is colostrum']",['Medium Frequency'],['High Critical']
Q_0058,FAQ,complementary_feeding_6_to_24_months.md,6 mahine se 1 saal ke bacche ko din mein kitni baar khana khilana chahiye?,"['6 month baby ko kitni baar khilaye', '1 saal ke bacche ka diet chart', 'how many times to feed baby solids', 'khana kitni baar dena hai']",['Medium Frequency'],['Medium Critical']
Q_0059,FAQ,government_free_service_schemes.md,Sarkari hospital mein delivery aur check-up ke liye kya-kya suvidhayein free hain?,"['sarkari hospital me kya free hai', 'government hospital me free services', 'free delivery hoti hai kya', 'jssk scheme kya hai']",['Medium Frequency'],['Low Critical']
Q_0060,FAQ,pregnancy_care_and_checkups.md,Pregnancy mein kaun se khatre ke lakshan (danger signs) hain jinhe nazarandaaz nahi karna chahiye?,"['danger signs in pregnancy', 'pregnancy me kab doctor ke paas jana chahiye', 'khatre ke lakshan kya hai', 'warning signs during pregnancy']",['Medium Frequency'],['High Critical']
Q_0061,FAQ,anemia_during_pregnancy.md,Iron ki goli ke saath kya khana chahiye jisse woh acche se kaam kare?,"['iron tablet ke sath kya khaye', 'ifa goli ka absorption kaise badhaye', 'what to eat with iron supplements', 'nimbu pani ke sath iron goli le sakte hai?']",['Medium Frequency'],['Medium Critical']
Q_0062,FAQ,pregnancy_nutrition_and_diet.md,Kya pregnancy mein chai ya coffee peena theek hai?,"['can i drink tea during pregnancy', 'pregnancy me chai pee sakte hai kya', 'coffee peena safe hai?', 'chai kitni baar pi sakti hu']",['Medium Frequency'],['Low Critical']
Q_0063,FAQ,childbirth_and_newborn_care.md,Delivery ke baad pet kam karne ke liye kya karna chahiye?,"['delivery ke baad pet kaise kam kare', 'pet ki charbi kaise ghataye after delivery', 'how to reduce tummy after c-section', 'pet kam karne ke upay']",['Medium Frequency'],['Low Critical']
Q_0064,FAQ,breastfeeding_special_conditions.md,"Agar maa bimar ho (bukhar, sardi) to kya bacche ko doodh pila sakti hai?","['fever me breastfeeding kara sakte hai', 'bimar hu to doodh pilana chahiye ya nahi', 'sardi khasi me doodh pilana', 'feeding with cold']",['Medium Frequency'],['Medium Critical']
Q_0065,FAQ,complementary_feeding_6_to_24_months.md,Bacche ke khane mein namak ya cheeni milani chahiye ya nahi?,"['baby ke food me salt dalna chahiye?', 'namak aur chini kab se de sakte hai', 'can i add sugar to baby food', '1 saal se pehle namak dena hai ya nahi']",['Medium Frequency'],['Medium Critical']
Q_0066,FAQ,child_growth_and_malnutrition.md,Kam vajan ke saath paida hue bacche (Low Birth Weight) ki dekhbhal kaise karein?,"['low birth weight baby care', 'kam vajan wale bacche ka dhyan kaise rakhe', 'lbw baby ki care', 'mera baby do kilo 300 gram tha']",['Medium Frequency'],['High Critical']
Q_0067,FAQ,general_child_care_and_development.md,Bacche ke liye Kangaroo Mother Care (KMC) kya hai aur iske kya fayde hain?,"['kmc kya hota hai', 'kangaroo mother care kaise de', 'kmc ke fayde', 'what is KMC']",['Low Frequency'],['High Critical']
Q_0068,FAQ,pregnancy_care_and_checkups.md,Pregnancy mein kab se doctor ko dikhana shuru kar dena chahiye?,"['when to register pregnancy', 'pregnancy ka registration kab karaye', 'doctor ko kab dikhaye pehli baar', 'pehla checkup kab karwana chahiye']",['Medium Frequency'],['Medium Critical']
Q_0069,FAQ,childbirth_and_newborn_care.md,Normal delivery aur C-section mein kya behtar hai?,"['normal delivery vs c-section', 'konsi delivery acchi hai', 'normal ya operation kya better hai', 'c section ke fayde nuksan']",['Low Frequency'],['Low Critical']
Q_0070,FAQ,breastfeeding_guidance.md,Kaise pata chalega ki bacche ko aavashyak matra mein doodh mil raha hai?,"['is my milk enough for baby', 'kaise pata kare baby ka pet bhar gaya', 'signs of adequate milk transfer', 'mera doodh kam to nahi pad raha']",['High Frequency'],['High Critical']
Q_0071,FAQ,pregnancy_nutrition_and_diet.md,Kya pregnancy mein papita ya ananas (pineapple) kha sakte hain?,"['papita kha sakte hai kya pregnancy me', 'can i eat pineapple during pregnancy', 'konsa fruit avoid karna chahiye', 'papaya khana safe hai ya nahi']",['High Frequency'],['Medium Critical']
Q_0072,FAQ,pregnancy_care_and_checkups.md,Pregnancy mein pet par khujli ho to kya karein?,"['pet par khujli ho rahi hai', 'itching on stomach during pregnancy', 'khujli ka kya ilaj hai', 'stretch marks me khujli']",['Medium Frequency'],['Low Critical']
Q_0073,FAQ,childbirth_and_newborn_care.md,Delivery ke baad bleeding (khoon aana) kitne din tak hota hai?,"['postpartum bleeding kitne din chalti hai', 'delivery ke baad bleeding kab tak hoti hai', 'bleeding after delivery', 'delivery ke baad khoon aana']",['Medium Frequency'],['Medium Critical']
Q_0074,FAQ,complementary_feeding_6_to_24_months.md,Bacche ko paani pilana kab se shuru karna chahiye?,"['when to give water to baby', 'bacche ko pani kab se pilaye', '6 mahine se pehle pani de sakte hai?', 'how much water should baby drink']",['Medium Frequency'],['Medium Critical']
Q_0075,FAQ,general_child_care_and_development.md,Bacche ke daant nikalte samay kya takleef hoti hai aur kya karna chahiye?,"['baby teething problems', 'daant nikalte waqt dast', 'teething ke symptoms kya hai', 'daant aane par kya kare']",['Medium Frequency'],['Low Critical']
Q_0076,FAQ,immunization_schedule_and_basics.md,Vitamin A ka dose bacche ko kab aur kyun diya jaata hai?,"['vitamin a ka dose kab milta hai', 'vitamin a kyu jaruri hai', 'vitamin a schedule for baby', 'vit a ki khurak']",['Low Frequency'],['Medium Critical']
Q_0077,FAQ,pregnancy_care_and_checkups.md,"Pregnancy mein neend nahi aati, kya karoon?","['neend nahi aati pregnancy me', 'insomnia during pregnancy', 'acchi neend ke liye kya kare', 'raat me neend kyu nahi aati']",['Medium Frequency'],['Low Critical']
Q_0078,FAQ,childbirth_and_newborn_care.md,Naye janme bacche ko peeliya (jaundice) ho to kya karein?,"['newborn jaundice ka ilaj', 'bacche ko piliya ho gaya hai', 'jaundice me kya kare', 'piliya kitne din me theek hota hai']",['Medium Frequency'],['High Critical']
Q_0079,FAQ,breastfeeding_special_conditions.md,Kya formula milk maa ke doodh jitna accha hota hai?,"['formula milk vs breast milk', 'Kon sa formula milk best hota h bachhe k liye', 'kya formula milk de sakte hai', 'formula doodh ke fayde nuksan']",['Medium Frequency'],['Medium Critical']
Q_0080,FAQ,government_cash_benefit_schemes.md,Pradhan Mantri Matru Vandana Yojana (PMMVY) ke tehat paise kaise milte hain?,"['pmmvy ke paise kaise milenge', 'pradhan mantri matru vandana yojana ke liye apply kaise kare', 'sarkari yojana 5000 wali', 'pmmvy installments kab aati hai']",['Medium Frequency'],['Low Critical']
Q_0081,FAQ,anemia_during_pregnancy.md,Pet ke keede maarne ki dawai (Albendazole) pregnancy mein kab leni chahiye?,"['albendazole kab khani chahiye', 'pet ke kide ki dawa pregnancy me', 'deworming tablet in pregnancy', 'kide ki goli kab le']",['Medium Frequency'],['Medium Critical']
Q_0082,FAQ,pregnancy_nutrition_and_diet.md,"Pregnancy mein non-veg (maans, machli, anda) kha sakte hain?","['can i eat non veg during pregnancy', 'pregnancy me chicken kha sakte hai', 'fish khana safe hai kya', 'anda khana chahiye ya nahi']",['Medium Frequency'],['Low Critical']
Q_0083,FAQ,childbirth_and_newborn_care.md,Delivery ke kitne din baad aam taur par kaamkaaj shuru kar sakte hain?,"['delivery ke baad rest kitne din kare', 'c-section ke baad kab kaam kar sakte hai', 'when to resume work after delivery', 'kitne din aaram karna chahiye']",['Low Frequency'],['Low Critical']
Q_0084,FAQ,complementary_feeding_6_to_24_months.md,"Bacche ko khichdi, daliya jaisi cheezein kab se khilana shuru kar sakte hain?","['baby ko khichdi kab se de', 'daliya kab se start kare', '6 mahine ke bacche ke liye food recipes', 'what to feed 6 month old baby']",['High Frequency'],['Medium Critical']
Q_0085,FAQ,general_child_care_and_development.md,"Bacche ke liye diaper ya langot, kya behtar hai?","['diaper vs cloth nappy', 'diaper pehnana aacha hai ya nahi', 'langot ya diaper kya use kare', 'diaper se rashes to nahi honge']",['Medium Frequency'],['Low Critical']
Q_0086,FAQ,immunization_rules_and_exceptions.md,Kya bimar bacche ko teeka lagwaya ja sakta hai?,"['can sick child be vaccinated', 'baccha bimar hai to vaccine lagega?', 'sardi khasi me tika lagwa sakte hai', 'fever and vaccine']",['Medium Frequency'],['High Critical']
Q_0087,FAQ,pregnancy_care_and_checkups.md,Pregnancy mein pairon mein dard ya aithan (cramps) ho to kya karein?,"['leg cramps during pregnancy', 'pairon me dard rehta hai', 'Mere pao me bhot dardr rhta hai', 'raat me pairo me aithan hoti hai']",['High Frequency'],['Low Critical']
Q_0088,FAQ,childbirth_and_newborn_care.md,Delivery ke baad pehla period (maahwari) kab aata hai?,"['first period after delivery', 'delivery ke baad period kab aata hai', 'c-section ke baad period', 'maahwari kab shuru hogi']",['Medium Frequency'],['Low Critical']
Q_0089,FAQ,breastfeeding_guidance.md,Upar ka doodh (formula) kaise banayein aur kitna pilayein?,"['how to prepare formula milk', 'formula milk banane ka tarika', 'kitna formula milk dena chahiye', 'upar ka doodh kaise banate hai']",['Medium Frequency'],['Medium Critical']
Q_0090,FAQ,general_child_care_and_development.md,Bacche kab bolna shuru karte hain?,"['Chhota baby baten kab shuru karte Hain', 'when do babies start talking', 'baccha bolna kab seekhta hai', 'baby talking milestones']",['Low Frequency'],['Low Critical']
Q_0091,FAQ,pregnancy_care_and_checkups.md,Pregnancy mein kabj (constipation) ki samasya ho to kya karein?,"['constipation during pregnancy', 'kabj ka ilaj pregnancy me', 'pet saaf nahi ho raha', 'kabj ke liye kya khaye']",['High Frequency'],['Low Critical']
Q_0092,FAQ,childbirth_and_newborn_care.md,Delivery ke baad yoni (vagina) mein dard ya taankon ki dekhbhal kaise karein?,"['vaginal stitches care after normal delivery', 'normal delivery ke baad taanke ki care', 'yoni me dard ho raha hai', 'taanke kab ghulte hai']",['Medium Frequency'],['Medium Critical']
Q_0093,FAQ,complementary_feeding_6_to_24_months.md,Kya bacche ko gaay ya bhains ka doodh de sakte hain?,"[""can i give cow's milk to baby"", 'gay ka doodh kab se de sakte hai', '1 saal se pehle cow milk dena chahiye?', 'bhains ka doodh de ya nahi']",['Medium Frequency'],['Medium Critical']
Q_0094,FAQ,vaccine_side_effects_and_reactions.md,"BCG teeke ke baad jo nishaan ya foda banta hai, uska kya karein?","['bcg scar me pus aa gaya hai', 'bcg ka nishan nahi bana', 'what to do with bcg lump', 'bcg ka foda kab theek hota hai']",['Low Frequency'],['Low Critical']
Q_0095,FAQ,pregnancy_care_and_checkups.md,Pregnancy mein baar-baar peshab (urine) aana normal hai kya?,"['baar baar urine aana pregnancy me', 'frequent urination during pregnancy', 'bahut peshab lag raha hai', 'is it normal to pee a lot']",['High Frequency'],['Low Critical']
Q_0096,FAQ,childbirth_and_newborn_care.md,Delivery ke baad baal jhadne (hair fall) ki samasya ho to kya karein?,"['hair fall after delivery', 'delivery ke baad baal bahut jhad rahe hai', 'postpartum hair loss solution', 'baal jhadne se kaise roke']",['Medium Frequency'],['Low Critical']
